,model,scenario,electricity_price,region
240,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,19.655518903031314,Countries of Sub-Saharan Africa
241,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,19.823558274103775,Countries of Sub-Saharan Africa
242,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,18.01543734296162,Countries of Sub-Saharan Africa
243,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,15.88042273343014,Countries of Sub-Saharan Africa
244,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,22.449415629507197,Countries of Sub-Saharan Africa
245,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,17.831321848806763,Countries of Sub-Saharan Africa
246,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,16.845901043311844,Countries of Sub-Saharan Africa
247,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,16.655831501827496,Countries of Sub-Saharan Africa
248,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,17.254641979552495,Countries of Sub-Saharan Africa
249,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,18.488553970199035,Countries of Sub-Saharan Africa
250,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,16.938529711308085,Countries of Sub-Saharan Africa
251,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,17.376519987113205,Countries of Sub-Saharan Africa
252,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,15.77717882689749,Countries of Sub-Saharan Africa
253,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,17.561283756615385,Countries of Sub-Saharan Africa
254,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,17.189397982769233,Countries of Sub-Saharan Africa
255,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,18.75086153846154,Countries of Sub-Saharan Africa
256,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,19.09026923076923,Countries of Sub-Saharan Africa
257,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,19.105876923076924,Countries of Sub-Saharan Africa
258,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,18.837076923076925,Countries of Sub-Saharan Africa
259,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,18.889446153846155,Countries of Sub-Saharan Africa
260,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,18.64793076923077,Countries of Sub-Saharan Africa
261,REMIND-MAgPIE 1.7-3.0,CO_Bridge,18.529853846153845,Countries of Sub-Saharan Africa
262,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,19.200876923076926,Countries of Sub-Saharan Africa
263,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,18.848669230769232,Countries of Sub-Saharan Africa
264,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,19.203138461538458,Countries of Sub-Saharan Africa
265,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,18.993076923076924,Countries of Sub-Saharan Africa
266,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,19.245184615384616,Countries of Sub-Saharan Africa
267,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,18.64793076923077,Countries of Sub-Saharan Africa
268,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,18.889446153846155,Countries of Sub-Saharan Africa
269,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,18.766923076923078,Countries of Sub-Saharan Africa
270,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,18.697161538461543,Countries of Sub-Saharan Africa
271,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,19.304946153846153,Countries of Sub-Saharan Africa
272,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,19.175953846153842,Countries of Sub-Saharan Africa
273,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,19.213615384615384,Countries of Sub-Saharan Africa
274,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,18.99099230769231,Countries of Sub-Saharan Africa
275,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,21.904092307692306,Countries of Sub-Saharan Africa
276,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,22.551930769230765,Countries of Sub-Saharan Africa
277,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,22.11967692307692,Countries of Sub-Saharan Africa
278,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,23.684846153846156,Countries of Sub-Saharan Africa
279,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,20.221546153846152,Countries of Sub-Saharan Africa
280,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,20.08201538461538,Countries of Sub-Saharan Africa
281,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,20.033723076923078,Countries of Sub-Saharan Africa
282,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,4.466723076923078,Countries of Sub-Saharan Africa
283,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,20.713561538461537,Countries of Sub-Saharan Africa
284,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,19.916276923076925,Countries of Sub-Saharan Africa
285,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,18.585323076923075,Countries of Sub-Saharan Africa
286,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,18.559923076923077,Countries of Sub-Saharan Africa
287,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,19.846323076923078,Countries of Sub-Saharan Africa
288,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,21.05046153846154,Countries of Sub-Saharan Africa
289,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,20.958461538461542,Countries of Sub-Saharan Africa
290,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,23.58127692307692,Countries of Sub-Saharan Africa
291,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,20.805438461538465,Countries of Sub-Saharan Africa
292,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,22.738030769230768,Countries of Sub-Saharan Africa
293,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,20.674538461538457,Countries of Sub-Saharan Africa
294,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,21.29149230769231,Countries of Sub-Saharan Africa
295,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,19.60776153846154,Countries of Sub-Saharan Africa
296,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,20.472015384615386,Countries of Sub-Saharan Africa
297,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,19.01726153846154,Countries of Sub-Saharan Africa
298,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,17.14546923076923,Countries of Sub-Saharan Africa
299,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,17.10597692307692,Countries of Sub-Saharan Africa
300,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,19.77130769230769,Countries of Sub-Saharan Africa
301,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,18.75733846153846,Countries of Sub-Saharan Africa
302,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,19.343507692307693,Countries of Sub-Saharan Africa
303,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,13.797661538461538,Countries of Sub-Saharan Africa
304,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,16.005746153846154,Countries of Sub-Saharan Africa
305,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,16.673238461538464,Countries of Sub-Saharan Africa
306,WITCH 5.0,EN_INDCi2030_500f,15.727516577527501,Countries of Sub-Saharan Africa
307,WITCH 5.0,EN_NPi2020_400f,17.119236762674795,Countries of Sub-Saharan Africa
308,WITCH 5.0,EN_NPi2020_450,18.05251371839686,Countries of Sub-Saharan Africa
309,WITCH 5.0,EN_NPi2020_450f,17.128254750588624,Countries of Sub-Saharan Africa
310,WITCH 5.0,EN_NPi2020_500,17.7685852157631,Countries of Sub-Saharan Africa
311,WITCH 5.0,EN_NPi2020_500f,17.151197407206226,Countries of Sub-Saharan Africa
312,IMAGE 3.2,SSP1_SPA1_19I_D,32.7844350320816,Countries of centrally-planned Asia; primarily China
313,IMAGE 3.2,SSP1_SPA1_19I_D_LB,36.57725775870155,Countries of centrally-planned Asia; primarily China
314,IMAGE 3.2,SSP1_SPA1_19I_LI,33.328668836907774,Countries of centrally-planned Asia; primarily China
315,IMAGE 3.2,SSP1_SPA1_19I_LIRE,32.46595836523167,Countries of centrally-planned Asia; primarily China
316,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,35.04377536139992,Countries of centrally-planned Asia; primarily China
317,IMAGE 3.2,SSP1_SPA1_19I_RE,35.571418599353116,Countries of centrally-planned Asia; primarily China
318,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,42.139159794735626,Countries of centrally-planned Asia; primarily China
319,IMAGE 3.2,SSP2_SPA1_19I_D_LB,35.1340813982885,Countries of centrally-planned Asia; primarily China
320,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,35.55654043232413,Countries of centrally-planned Asia; primarily China
321,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,35.922340259415115,Countries of centrally-planned Asia; primarily China
322,IMAGE 3.2,SSP2_SPA2_19I_D,34.46483979486353,Countries of centrally-planned Asia; primarily China
323,IMAGE 3.2,SSP2_SPA2_19I_LI,34.728904701885895,Countries of centrally-planned Asia; primarily China
324,IMAGE 3.2,SSP2_SPA2_19I_LIRE,35.41185855399637,Countries of centrally-planned Asia; primarily China
325,IMAGE 3.2,SSP2_SPA2_19I_RE,34.52925153229657,Countries of centrally-planned Asia; primarily China
326,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,23.23748647471875,Countries of centrally-planned Asia; primarily China
327,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,21.90782498111577,Countries of centrally-planned Asia; primarily China
328,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,23.26140625498189,Countries of centrally-planned Asia; primarily China
329,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,20.85093036743361,Countries of centrally-planned Asia; primarily China
330,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,19.65758947518797,Countries of centrally-planned Asia; primarily China
331,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,22.46330143557211,Countries of centrally-planned Asia; primarily China
332,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,22.073859756205554,Countries of centrally-planned Asia; primarily China
333,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,21.297924365593307,Countries of centrally-planned Asia; primarily China
334,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,20.501047179479983,Countries of centrally-planned Asia; primarily China
335,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,26.752897634129855,Countries of centrally-planned Asia; primarily China
336,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,19.894685855774714,Countries of centrally-planned Asia; primarily China
337,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,26.473510580471178,Countries of centrally-planned Asia; primarily China
338,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,19.68715575042772,Countries of centrally-planned Asia; primarily China
339,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,22.135979615246473,Countries of centrally-planned Asia; primarily China
340,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,19.709367648668334,Countries of centrally-planned Asia; primarily China
341,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,26.749146727648494,Countries of centrally-planned Asia; primarily China
342,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,23.798112038993768,Countries of centrally-planned Asia; primarily China
343,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,20.880643357976087,Countries of centrally-planned Asia; primarily China
344,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,20.90110412377333,Countries of centrally-planned Asia; primarily China
345,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,21.414132146098208,Countries of centrally-planned Asia; primarily China
346,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,19.444489056259506,Countries of centrally-planned Asia; primarily China
347,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,18.55319150467357,Countries of centrally-planned Asia; primarily China
348,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,24.48855682212845,Countries of centrally-planned Asia; primarily China
349,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,18.453865900337487,Countries of centrally-planned Asia; primarily China
350,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,18.332559448706935,Countries of centrally-planned Asia; primarily China
351,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,18.602450404519573,Countries of centrally-planned Asia; primarily China
352,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,18.935001404185048,Countries of centrally-planned Asia; primarily China
353,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,20.356994507069178,Countries of centrally-planned Asia; primarily China
354,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,19.06937099436944,Countries of centrally-planned Asia; primarily China
355,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,18.959560290229504,Countries of centrally-planned Asia; primarily China
356,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,18.318512858702782,Countries of centrally-planned Asia; primarily China
357,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,19.69223246823077,Countries of centrally-planned Asia; primarily China
358,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,19.387450705153846,Countries of centrally-planned Asia; primarily China
359,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,20.93893076923077,Countries of centrally-planned Asia; primarily China
360,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,22.0158,Countries of centrally-planned Asia; primarily China
361,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,21.034246153846155,Countries of centrally-planned Asia; primarily China
362,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,21.702161538461535,Countries of centrally-planned Asia; primarily China
363,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,21.159684615384613,Countries of centrally-planned Asia; primarily China
364,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,21.816469230769233,Countries of centrally-planned Asia; primarily China
365,REMIND-MAgPIE 1.7-3.0,CO_Bridge,20.772315384615386,Countries of centrally-planned Asia; primarily China
366,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,23.56298461538461,Countries of centrally-planned Asia; primarily China
367,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,22.45743846153846,Countries of centrally-planned Asia; primarily China
368,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,22.785207692307697,Countries of centrally-planned Asia; primarily China
369,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,22.560576923076926,Countries of centrally-planned Asia; primarily China
370,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,33.049130769230764,Countries of centrally-planned Asia; primarily China
371,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,21.816469230769233,Countries of centrally-planned Asia; primarily China
372,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,21.159684615384613,Countries of centrally-planned Asia; primarily China
373,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,20.99558461538461,Countries of centrally-planned Asia; primarily China
374,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,21.07890769230769,Countries of centrally-planned Asia; primarily China
375,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,26.531784615384616,Countries of centrally-planned Asia; primarily China
376,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,23.00009230769231,Countries of centrally-planned Asia; primarily China
377,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,24.553253846153844,Countries of centrally-planned Asia; primarily China
378,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,24.07161538461539,Countries of centrally-planned Asia; primarily China
379,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,25.080099999999995,Countries of centrally-planned Asia; primarily China
380,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,27.006046153846157,Countries of centrally-planned Asia; primarily China
381,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,25.2944,Countries of centrally-planned Asia; primarily China
382,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,29.462592307692304,Countries of centrally-planned Asia; primarily China
383,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,23.587853846153845,Countries of centrally-planned Asia; primarily China
384,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,23.132499999999997,Countries of centrally-planned Asia; primarily China
385,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,22.73461538461538,Countries of centrally-planned Asia; primarily China
386,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,31.82606923076923,Countries of centrally-planned Asia; primarily China
387,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,30.76234615384616,Countries of centrally-planned Asia; primarily China
388,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,22.276330769230768,Countries of centrally-planned Asia; primarily China
389,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,21.46913846153846,Countries of centrally-planned Asia; primarily China
390,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,21.45409230769231,Countries of centrally-planned Asia; primarily China
391,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,22.21288461538461,Countries of centrally-planned Asia; primarily China
392,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,26.5593,Countries of centrally-planned Asia; primarily China
393,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,25.827346153846154,Countries of centrally-planned Asia; primarily China
394,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,33.24816153846153,Countries of centrally-planned Asia; primarily China
395,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,19.175776923076924,Countries of centrally-planned Asia; primarily China
396,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,29.413215384615384,Countries of centrally-planned Asia; primarily China
397,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,24.203992307692314,Countries of centrally-planned Asia; primarily China
398,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,26.548699999999997,Countries of centrally-planned Asia; primarily China
399,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,24.610599999999998,Countries of centrally-planned Asia; primarily China
400,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,23.446207692307688,Countries of centrally-planned Asia; primarily China
401,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,22.33559230769231,Countries of centrally-planned Asia; primarily China
402,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,24.76093846153846,Countries of centrally-planned Asia; primarily China
403,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,24.819307692307692,Countries of centrally-planned Asia; primarily China
404,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,22.1119,Countries of centrally-planned Asia; primarily China
405,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,26.233269230769228,Countries of centrally-planned Asia; primarily China
406,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,26.389823076923076,Countries of centrally-planned Asia; primarily China
407,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,23.36306153846154,Countries of centrally-planned Asia; primarily China
408,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,19.588653846153846,Countries of centrally-planned Asia; primarily China
409,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,23.048730769230772,Countries of centrally-planned Asia; primarily China
410,WITCH 5.0,EN_INDCi2030_500f,8.857137365428049,Countries of centrally-planned Asia; primarily China
411,WITCH 5.0,EN_NPi2020_400f,9.367125265976268,Countries of centrally-planned Asia; primarily China
412,WITCH 5.0,EN_NPi2020_450,9.458643244583921,Countries of centrally-planned Asia; primarily China
413,WITCH 5.0,EN_NPi2020_450f,9.341163096767403,Countries of centrally-planned Asia; primarily China
414,WITCH 5.0,EN_NPi2020_500,9.375421823724489,Countries of centrally-planned Asia; primarily China
415,WITCH 5.0,EN_NPi2020_500f,9.334057785718736,Countries of centrally-planned Asia; primarily China
416,IMAGE 3.2,SSP1_SPA1_19I_D,28.58753938486211,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
417,IMAGE 3.2,SSP1_SPA1_19I_D_LB,32.24980958257114,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
418,IMAGE 3.2,SSP1_SPA1_19I_LI,28.41375603056739,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
419,IMAGE 3.2,SSP1_SPA1_19I_LIRE,26.480772787935592,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
420,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,30.237673149066246,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
421,IMAGE 3.2,SSP1_SPA1_19I_RE,27.113304307028823,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
422,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,35.218119614264545,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
423,IMAGE 3.2,SSP2_SPA1_19I_D_LB,27.88000293803944,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
424,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,30.197582137680055,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
425,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,29.07203407415502,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
426,IMAGE 3.2,SSP2_SPA2_19I_D,27.728834869912088,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
427,IMAGE 3.2,SSP2_SPA2_19I_LI,28.198600907128277,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
428,IMAGE 3.2,SSP2_SPA2_19I_LIRE,30.65606308955473,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
429,IMAGE 3.2,SSP2_SPA2_19I_RE,33.80556423921697,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
430,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,21.473718903613953,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
431,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,21.190953647397713,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
432,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,21.495231620288205,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
433,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,19.312426245221612,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
434,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,19.102495285015586,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
435,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,21.291272958121436,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
436,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,21.759373174192543,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
437,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,20.331386304586747,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
438,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,19.283452286659163,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
439,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,36.222822203331894,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
440,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,19.0365256355583,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
441,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,26.425983485776428,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
442,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,18.593966297565707,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
443,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,21.15547481624736,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
444,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,19.49046973823033,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
445,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,25.51904145410744,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
446,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,23.328467330739713,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
447,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,20.784082408355395,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
448,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,20.487710927415808,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
449,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,20.64002791703073,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
450,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,17.976205178690353,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
451,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,17.027406297356432,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
452,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,22.205302819868454,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
453,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,18.44556389282494,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
