,model,scenario,ssp_gini_coefficient,ssp,region
227,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.1811076905715247,2,Countries of South Asia; primarily India
228,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.1811076905715247,2,Countries of South Asia; primarily India
229,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.1811076905715247,2,Countries of South Asia; primarily India
230,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,0.1811076905715247,2,Countries of South Asia; primarily India
231,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,0.1811076905715247,2,Countries of South Asia; primarily India
232,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.1811076905715247,2,Countries of South Asia; primarily India
233,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.1582201980525328,1,Countries of South Asia; primarily India
234,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.1811076905715247,2,Countries of South Asia; primarily India
235,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.1811076905715247,2,Countries of South Asia; primarily India
236,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.1811076905715247,2,Countries of South Asia; primarily India
237,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.1811076905715247,2,Countries of South Asia; primarily India
238,WITCH 5.0,EN_INDCi2030_500f,0.1811076905715247,2,Countries of South Asia; primarily India
239,WITCH 5.0,EN_NPi2020_400f,0.1811076905715247,2,Countries of South Asia; primarily India
240,WITCH 5.0,EN_NPi2020_450,0.1811076905715247,2,Countries of South Asia; primarily India
241,WITCH 5.0,EN_NPi2020_450f,0.1811076905715247,2,Countries of South Asia; primarily India
242,WITCH 5.0,EN_NPi2020_500,0.1811076905715247,2,Countries of South Asia; primarily India
243,WITCH 5.0,EN_NPi2020_500f,0.1811076905715247,2,Countries of South Asia; primarily India
244,AIM/CGE 2.2,EN_NPi2020_300f,0.4027612067700015,2,Countries of Sub-Saharan Africa
245,AIM/CGE 2.2,EN_NPi2020_400f,0.4027612067700015,2,Countries of Sub-Saharan Africa
246,AIM/CGE 2.2,EN_NPi2020_500f,0.4027612067700015,2,Countries of Sub-Saharan Africa
247,AIM/CGE 2.2,EN_NPi2020_600,0.4027612067700015,2,Countries of Sub-Saharan Africa
248,AIM/CGE 2.2,EN_NPi2020_600f,0.4027612067700015,2,Countries of Sub-Saharan Africa
249,GCAM 5.3,NGFS2_Divergent Net Zero Policies,0.4027612067700015,2,Countries of Sub-Saharan Africa
250,GCAM 5.3,NGFS2_Net-Zero 2050,0.4027612067700015,2,Countries of Sub-Saharan Africa
251,IMAGE 3.2,SSP1_SPA1_19I_D,0.3791203821869313,1,Countries of Sub-Saharan Africa
252,IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.3791203821869313,1,Countries of Sub-Saharan Africa
253,IMAGE 3.2,SSP1_SPA1_19I_LI,0.3791203821869313,1,Countries of Sub-Saharan Africa
254,IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.3791203821869313,1,Countries of Sub-Saharan Africa
255,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.3791203821869313,1,Countries of Sub-Saharan Africa
256,IMAGE 3.2,SSP1_SPA1_19I_RE,0.3791203821869313,1,Countries of Sub-Saharan Africa
257,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.3791203821869313,1,Countries of Sub-Saharan Africa
258,IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.4027612067700015,2,Countries of Sub-Saharan Africa
259,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.4027612067700015,2,Countries of Sub-Saharan Africa
260,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.4027612067700015,2,Countries of Sub-Saharan Africa
261,IMAGE 3.2,SSP2_SPA2_19I_D,0.4027612067700015,2,Countries of Sub-Saharan Africa
262,IMAGE 3.2,SSP2_SPA2_19I_LI,0.4027612067700015,2,Countries of Sub-Saharan Africa
263,IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.4027612067700015,2,Countries of Sub-Saharan Africa
264,IMAGE 3.2,SSP2_SPA2_19I_RE,0.4027612067700015,2,Countries of Sub-Saharan Africa
265,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
266,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.4027612067700015,2,Countries of Sub-Saharan Africa
267,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.4027612067700015,2,Countries of Sub-Saharan Africa
268,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
269,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.4027612067700015,2,Countries of Sub-Saharan Africa
270,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.4027612067700015,2,Countries of Sub-Saharan Africa
271,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.4027612067700015,2,Countries of Sub-Saharan Africa
272,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.4027612067700015,2,Countries of Sub-Saharan Africa
273,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.4027612067700015,2,Countries of Sub-Saharan Africa
274,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.4027612067700015,2,Countries of Sub-Saharan Africa
275,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.4027612067700015,2,Countries of Sub-Saharan Africa
276,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,0.4027612067700015,2,Countries of Sub-Saharan Africa
277,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.4027612067700015,2,Countries of Sub-Saharan Africa
278,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,0.4027612067700015,2,Countries of Sub-Saharan Africa
279,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
280,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.4027612067700015,2,Countries of Sub-Saharan Africa
281,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,0.4027612067700015,2,Countries of Sub-Saharan Africa
282,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,0.4027612067700015,2,Countries of Sub-Saharan Africa
283,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,0.4027612067700015,2,Countries of Sub-Saharan Africa
284,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,0.4027612067700015,2,Countries of Sub-Saharan Africa
285,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.4027612067700015,2,Countries of Sub-Saharan Africa
286,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
287,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.4027612067700015,2,Countries of Sub-Saharan Africa
288,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.4027612067700015,2,Countries of Sub-Saharan Africa
289,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.4027612067700015,2,Countries of Sub-Saharan Africa
290,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.4027612067700015,2,Countries of Sub-Saharan Africa
291,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.4027612067700015,2,Countries of Sub-Saharan Africa
292,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.4027612067700015,2,Countries of Sub-Saharan Africa
293,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
294,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.4027612067700015,2,Countries of Sub-Saharan Africa
295,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
296,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.4027612067700015,2,Countries of Sub-Saharan Africa
297,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.4027612067700015,2,Countries of Sub-Saharan Africa
298,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,0.4027612067700015,2,Countries of Sub-Saharan Africa
299,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,0.4027612067700015,2,Countries of Sub-Saharan Africa
300,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,0.4027612067700015,2,Countries of Sub-Saharan Africa
301,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,0.4027612067700015,2,Countries of Sub-Saharan Africa
302,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,0.4027612067700015,2,Countries of Sub-Saharan Africa
303,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,0.4027612067700015,2,Countries of Sub-Saharan Africa
304,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,0.4027612067700015,2,Countries of Sub-Saharan Africa
305,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,0.4027612067700015,2,Countries of Sub-Saharan Africa
306,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,0.4027612067700015,2,Countries of Sub-Saharan Africa
307,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,0.4027612067700015,2,Countries of Sub-Saharan Africa
308,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,0.4027612067700015,2,Countries of Sub-Saharan Africa
309,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.4027612067700015,2,Countries of Sub-Saharan Africa
310,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.4027612067700015,2,Countries of Sub-Saharan Africa
311,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.4027612067700015,2,Countries of Sub-Saharan Africa
312,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.4027612067700015,2,Countries of Sub-Saharan Africa
313,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.4027612067700015,2,Countries of Sub-Saharan Africa
314,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.4027612067700015,2,Countries of Sub-Saharan Africa
315,REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.4027612067700015,2,Countries of Sub-Saharan Africa
316,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.4027612067700015,2,Countries of Sub-Saharan Africa
317,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.4027612067700015,2,Countries of Sub-Saharan Africa
318,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.4027612067700015,2,Countries of Sub-Saharan Africa
319,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.4027612067700015,2,Countries of Sub-Saharan Africa
320,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.4027612067700015,2,Countries of Sub-Saharan Africa
321,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.4027612067700015,2,Countries of Sub-Saharan Africa
322,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.4027612067700015,2,Countries of Sub-Saharan Africa
323,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.4027612067700015,2,Countries of Sub-Saharan Africa
324,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.4027612067700015,2,Countries of Sub-Saharan Africa
325,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.4027612067700015,2,Countries of Sub-Saharan Africa
326,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.4027612067700015,2,Countries of Sub-Saharan Africa
327,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.4027612067700015,2,Countries of Sub-Saharan Africa
328,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.4027612067700015,2,Countries of Sub-Saharan Africa
329,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,0.3791203821869313,1,Countries of Sub-Saharan Africa
330,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.3791203821869313,1,Countries of Sub-Saharan Africa
331,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,0.4027612067700015,2,Countries of Sub-Saharan Africa
332,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.4027612067700015,2,Countries of Sub-Saharan Africa
333,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.4027612067700015,2,Countries of Sub-Saharan Africa
334,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.4027612067700015,2,Countries of Sub-Saharan Africa
335,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.4027612067700015,2,Countries of Sub-Saharan Africa
336,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
337,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,0.4027612067700015,2,Countries of Sub-Saharan Africa
338,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.4027612067700015,2,Countries of Sub-Saharan Africa
339,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
340,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,0.4027612067700015,2,Countries of Sub-Saharan Africa
341,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.4027612067700015,2,Countries of Sub-Saharan Africa
342,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.4027612067700015,2,Countries of Sub-Saharan Africa
343,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.4027612067700015,2,Countries of Sub-Saharan Africa
344,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.4027612067700015,2,Countries of Sub-Saharan Africa
345,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.4027612067700015,2,Countries of Sub-Saharan Africa
346,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.4027612067700015,2,Countries of Sub-Saharan Africa
347,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.4027612067700015,2,Countries of Sub-Saharan Africa
348,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.4027612067700015,2,Countries of Sub-Saharan Africa
349,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
350,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.4027612067700015,2,Countries of Sub-Saharan Africa
351,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,0.4027612067700015,2,Countries of Sub-Saharan Africa
352,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,0.4027612067700015,2,Countries of Sub-Saharan Africa
353,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,0.4027612067700015,2,Countries of Sub-Saharan Africa
354,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,0.4027612067700015,2,Countries of Sub-Saharan Africa
355,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,0.3791203821869313,1,Countries of Sub-Saharan Africa
356,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.4027612067700015,2,Countries of Sub-Saharan Africa
357,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.4027612067700015,2,Countries of Sub-Saharan Africa
358,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,0.4027612067700015,2,Countries of Sub-Saharan Africa
359,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,0.4027612067700015,2,Countries of Sub-Saharan Africa
360,WITCH 5.0,EN_INDCi2030_500f,0.4027612067700015,2,Countries of Sub-Saharan Africa
361,WITCH 5.0,EN_NPi2020_400f,0.4027612067700015,2,Countries of Sub-Saharan Africa
362,WITCH 5.0,EN_NPi2020_450,0.4027612067700015,2,Countries of Sub-Saharan Africa
363,WITCH 5.0,EN_NPi2020_450f,0.4027612067700015,2,Countries of Sub-Saharan Africa
364,WITCH 5.0,EN_NPi2020_500,0.4027612067700015,2,Countries of Sub-Saharan Africa
365,WITCH 5.0,EN_NPi2020_500f,0.4027612067700015,2,Countries of Sub-Saharan Africa
366,AIM/CGE 2.2,EN_NPi2020_300f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
367,AIM/CGE 2.2,EN_NPi2020_400f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
368,AIM/CGE 2.2,EN_NPi2020_500f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
369,AIM/CGE 2.2,EN_NPi2020_600,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
370,AIM/CGE 2.2,EN_NPi2020_600f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
371,GCAM 5.3,NGFS2_Divergent Net Zero Policies,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
372,GCAM 5.3,NGFS2_Net-Zero 2050,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
373,IMAGE 3.2,SSP1_SPA1_19I_D,0.413495081516833,1,Countries of centrally-planned Asia; primarily China
374,IMAGE 3.2,SSP1_SPA1_19I_D_LB,0.413495081516833,1,Countries of centrally-planned Asia; primarily China
375,IMAGE 3.2,SSP1_SPA1_19I_LI,0.413495081516833,1,Countries of centrally-planned Asia; primarily China
376,IMAGE 3.2,SSP1_SPA1_19I_LIRE,0.413495081516833,1,Countries of centrally-planned Asia; primarily China
377,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,0.413495081516833,1,Countries of centrally-planned Asia; primarily China
378,IMAGE 3.2,SSP1_SPA1_19I_RE,0.413495081516833,1,Countries of centrally-planned Asia; primarily China
379,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,0.413495081516833,1,Countries of centrally-planned Asia; primarily China
380,IMAGE 3.2,SSP2_SPA1_19I_D_LB,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
381,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
382,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
383,IMAGE 3.2,SSP2_SPA2_19I_D,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
384,IMAGE 3.2,SSP2_SPA2_19I_LI,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
385,IMAGE 3.2,SSP2_SPA2_19I_LIRE,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
386,IMAGE 3.2,SSP2_SPA2_19I_RE,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
387,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
388,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
389,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
390,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
391,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
392,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
393,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
394,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
395,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
396,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
397,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
398,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
399,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
400,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
401,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
402,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
403,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
404,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
405,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
406,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
407,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
408,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
409,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
410,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
411,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
412,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
413,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
414,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
415,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
416,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
417,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
418,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
419,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
420,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
421,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
422,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
423,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
424,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
425,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
426,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
427,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
428,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
429,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
430,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
431,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
432,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
433,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
434,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
435,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
436,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
437,REMIND-MAgPIE 1.7-3.0,CO_Bridge,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
438,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
439,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
440,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
441,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
442,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
443,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
444,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
445,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
446,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
447,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
448,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
449,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.45655892082536,2,Countries of centrally-planned Asia; primarily China
