,scenario,model,forest_change_2050,forest_change_2100,beccs_threshold_breached,region
197,SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
198,SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.09250398621271597,0.09250398621271597,1,Countries of South Asia; primarily India
199,DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,0.006446270816217126,0.006446270816217126,0,Countries of South Asia; primarily India
200,DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,0.006446270816217126,0.006446593129757955,1,Countries of South Asia; primarily India
201,DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,0.006446270816217126,0.006446270816217126,1,Countries of South Asia; primarily India
202,EN_INDCi2030_500f,WITCH 5.0,0.10355616040942137,0.15684866731269184,1,Countries of South Asia; primarily India
203,EN_NPi2020_400f,WITCH 5.0,0.099103090145683,0.1568513517243604,1,Countries of South Asia; primarily India
204,EN_NPi2020_450,WITCH 5.0,0.11460599111756023,0.1568513517243604,1,Countries of South Asia; primarily India
205,EN_NPi2020_450f,WITCH 5.0,0.09849454019245094,0.1568513517243604,1,Countries of South Asia; primarily India
206,EN_NPi2020_500,WITCH 5.0,0.11460599111756023,0.1568513517243604,1,Countries of South Asia; primarily India
207,EN_NPi2020_500f,WITCH 5.0,0.09094389475989292,0.1568513517243604,1,Countries of South Asia; primarily India
208,SSP1_SPA1_19I_D,IMAGE 3.2,0.024778453020437283,0.06881289043168086,1,Countries of Sub-Saharan Africa
209,SSP1_SPA1_19I_D_LB,IMAGE 3.2,0.024777447034810482,0.06953345525469383,0,Countries of Sub-Saharan Africa
210,SSP1_SPA1_19I_LI,IMAGE 3.2,0.028819974274364113,0.03312165973649957,1,Countries of Sub-Saharan Africa
211,SSP1_SPA1_19I_LIRE,IMAGE 3.2,0.02887740538072958,0.033017391337073085,1,Countries of Sub-Saharan Africa
212,SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,0.02883053745164149,0.0332584456530214,0,Countries of Sub-Saharan Africa
213,SSP1_SPA1_19I_RE,IMAGE 3.2,0.02676496429150077,0.07060523976982445,1,Countries of Sub-Saharan Africa
214,SSP1_SPA1_19I_RE_LB,IMAGE 3.2,0.02478300286382168,0.06951359440715131,0,Countries of Sub-Saharan Africa
215,SSP2_SPA1_19I_D_LB,IMAGE 3.2,0.024395266114524458,0.08356579762123423,1,Countries of Sub-Saharan Africa
216,SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,0.015765909311131768,0.010533092273335973,0,Countries of Sub-Saharan Africa
217,SSP2_SPA1_19I_RE_LB,IMAGE 3.2,0.024394683149799173,0.08350239215170077,0,Countries of Sub-Saharan Africa
218,SSP2_SPA2_19I_D,IMAGE 3.2,0.024399285827611222,0.08283821358031557,1,Countries of Sub-Saharan Africa
219,SSP2_SPA2_19I_LI,IMAGE 3.2,0.01563242102181016,0.010232448694319024,1,Countries of Sub-Saharan Africa
220,SSP2_SPA2_19I_LIRE,IMAGE 3.2,0.015633967887970113,0.010036293503708285,1,Countries of Sub-Saharan Africa
221,SSP2_SPA2_19I_RE,IMAGE 3.2,0.022447387345815695,0.08004082800431744,1,Countries of Sub-Saharan Africa
222,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,0.02096836965129928,0.08598236508372004,1,Countries of Sub-Saharan Africa
223,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.020967147235793515,0.08636241675622175,1,Countries of Sub-Saharan Africa
224,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,0.020444085105455145,0.08626766706792183,1,Countries of Sub-Saharan Africa
225,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,0.02025295152961698,0.08642627137150505,1,Countries of Sub-Saharan Africa
226,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.019650900956363848,0.08695942691750636,1,Countries of Sub-Saharan Africa
227,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,0.020568666105041822,0.0862224853764414,1,Countries of Sub-Saharan Africa
228,EN_NPi2020_200f,MESSAGEix-GLOBIOM_1.1,0.03748479683769962,0.08918135424910778,1,Countries of Sub-Saharan Africa
229,EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,0.036698278149222774,0.08978517920478524,1,Countries of Sub-Saharan Africa
230,EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,0.03487221804436752,0.08975065054272735,1,Countries of Sub-Saharan Africa
231,EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,0.0390718710604846,0.06394886452120391,1,Countries of Sub-Saharan Africa
232,EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,0.03386193915390523,0.0893263130005783,1,Countries of Sub-Saharan Africa
233,EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,0.03848585668721721,0.06363695374325329,1,Countries of Sub-Saharan Africa
234,EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,0.03385299800878111,0.08753229280218916,1,Countries of Sub-Saharan Africa
235,EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,0.03673238814610935,0.06322525224989106,1,Countries of Sub-Saharan Africa
236,EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,0.0355668697412464,0.06338532758268983,1,Countries of Sub-Saharan Africa
237,EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,0.03870126645580213,0.06303430473432986,1,Countries of Sub-Saharan Africa
238,EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,0.03556596189039385,0.06079483532125929,1,Countries of Sub-Saharan Africa
239,EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,0.03556596189039385,0.061589865811678246,1,Countries of Sub-Saharan Africa
240,EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,0.03610627616473755,0.061655463003652766,1,Countries of Sub-Saharan Africa
241,EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,0.03652824275171812,0.0635192777503018,1,Countries of Sub-Saharan Africa
242,EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,0.03174605453079893,0.08662331863522454,1,Countries of Sub-Saharan Africa
243,EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,0.03174577242503834,0.0860785434012099,1,Countries of Sub-Saharan Africa
244,EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,0.027609055631921786,0.08735427891455222,1,Countries of Sub-Saharan Africa
245,EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,0.035563648346640386,0.06006683946140523,1,Countries of Sub-Saharan Africa
246,EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,0.035127311712835285,0.07751839358591456,1,Countries of Sub-Saharan Africa
247,EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,0.03424868007077053,0.08209072199451478,1,Countries of Sub-Saharan Africa
248,EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,0.03338782108390809,0.0855358864112038,1,Countries of Sub-Saharan Africa
249,EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,0.03526973885584567,0.06376155909467068,1,Countries of Sub-Saharan Africa
250,EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,0.03387557690596227,0.06365492052505856,1,Countries of Sub-Saharan Africa
251,EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,0.03174308986343294,0.08550980810975523,1,Countries of Sub-Saharan Africa
252,EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,0.025699560142936673,0.0841811767500763,1,Countries of Sub-Saharan Africa
253,NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,0.032743975488014554,0.054046237336875025,1,Countries of Sub-Saharan Africa
254,NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,0.03556686973901152,0.06374167214316334,1,Countries of Sub-Saharan Africa
255,CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,0.040334954961306124,0.10166729469791036,1,Countries of Sub-Saharan Africa
256,CD-LINKS_INDC2030i_400,REMIND-MAgPIE 1.7-3.0,0.06923175643707202,0.1377958883564,1,Countries of Sub-Saharan Africa
257,CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,0.040283736075951565,0.09907308711529775,1,Countries of Sub-Saharan Africa
258,CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0,0.05892058391846153,0.12959656398231714,1,Countries of Sub-Saharan Africa
259,CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,0.04368362748198526,0.09794085186852944,1,Countries of Sub-Saharan Africa
260,CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,0.03989256114781936,0.10431569997019541,1,Countries of Sub-Saharan Africa
261,CO_Bridge,REMIND-MAgPIE 1.7-3.0,0.046506541040559235,0.1275630749402626,1,Countries of Sub-Saharan Africa
262,PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.0729422709378087,0.14097861665320405,1,Countries of Sub-Saharan Africa
263,PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,0.06033894986887464,0.12764370951825613,1,Countries of Sub-Saharan Africa
264,PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.06805173620437116,0.13700216112253266,1,Countries of Sub-Saharan Africa
265,PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.06141202275210744,0.12757796896185197,1,Countries of Sub-Saharan Africa
266,PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,0.05249435144231224,0.05249435144231224,1,Countries of Sub-Saharan Africa
267,PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.03989256114781936,0.10431569997019541,1,Countries of Sub-Saharan Africa
268,PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,0.04368362748198526,0.09794085186852944,1,Countries of Sub-Saharan Africa
269,PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.041954555692304774,0.0986988748228646,1,Countries of Sub-Saharan Africa
270,PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.03971242623115229,0.1045086602943423,1,Countries of Sub-Saharan Africa
271,PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,0.028075520301958062,0.028075520301958062,1,Countries of Sub-Saharan Africa
272,PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,0.056299773958399024,0.056299773958399024,0,Countries of Sub-Saharan Africa
273,PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,0.03415484619192141,0.03415484619192141,0,Countries of Sub-Saharan Africa
274,PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,0.0357658414882239,0.0357658414882239,0,Countries of Sub-Saharan Africa
275,CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.00408113167159091,0.047000182678187785,1,Countries of Sub-Saharan Africa
276,CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.004176449939332416,0.004176449939332416,0,Countries of Sub-Saharan Africa
277,CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.0037059524211772166,-0.012001734101233563,1,Countries of Sub-Saharan Africa
278,CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,-0.0002008686968578699,-0.002934674834872253,0,Countries of Sub-Saharan Africa
279,EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,-0.012029429151354964,-0.012030838915811082,0,Countries of Sub-Saharan Africa
280,EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,-0.012186595150073753,-0.012213062340830194,0,Countries of Sub-Saharan Africa
281,EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,-0.011532328013625026,-0.011533737778081143,0,Countries of Sub-Saharan Africa
282,EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,0.003974307906836783,-0.0051653769671500815,1,Countries of Sub-Saharan Africa
283,EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.003953297868813599,-0.0001868620048424141,1,Countries of Sub-Saharan Africa
284,EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,-0.010876469207629136,-0.010877878972085253,1,Countries of Sub-Saharan Africa
285,EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,0.003624186082723413,0.003047183133723541,1,Countries of Sub-Saharan Africa
286,EN_INDCi2030_600f_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.00362373131999566,0.0030474105150874453,1,Countries of Sub-Saharan Africa
287,EN_INDCi2030_600f_NDCp,REMIND-MAgPIE 2.1-4.2,-0.00338848256091806,-0.0033899378016469806,1,Countries of Sub-Saharan Africa
288,EN_NPi2020_200f,REMIND-MAgPIE 2.1-4.2,0.00397499005092844,0.003398714722293028,0,Countries of Sub-Saharan Africa
289,EN_NPi2020_300f,REMIND-MAgPIE 2.1-4.2,0.003974580764473434,0.003398623769747422,0,Countries of Sub-Saharan Africa
290,EN_NPi2020_400,REMIND-MAgPIE 2.1-4.2,0.003975763147565647,0.0006994250753166731,1,Countries of Sub-Saharan Africa
291,EN_NPi2020_400f,REMIND-MAgPIE 2.1-4.2,0.0039748081458373385,0.003398714722293028,0,Countries of Sub-Saharan Africa
292,EN_NPi2020_500,REMIND-MAgPIE 2.1-4.2,0.003974444335655081,0.0028830592652698828,1,Countries of Sub-Saharan Africa
293,EN_NPi2020_500f,REMIND-MAgPIE 2.1-4.2,0.003974626240746182,0.003397714244291916,1,Countries of Sub-Saharan Africa
294,EN_NPi2020_600,REMIND-MAgPIE 2.1-4.2,0.003974444335655081,0.003280658318162877,1,Countries of Sub-Saharan Africa
295,EN_NPi2020_600_COV,REMIND-MAgPIE 2.1-4.2,0.003952388343358038,-0.008712253386151891,1,Countries of Sub-Saharan Africa
296,EN_NPi2020_600f,REMIND-MAgPIE 2.1-4.2,0.003975763147565647,0.003377613731724294,1,Countries of Sub-Saharan Africa
297,EN_NPi2020_600f_COV,REMIND-MAgPIE 2.1-4.2,0.003975217432292288,-0.000355442548028273,1,Countries of Sub-Saharan Africa
298,NGFS2_Divergent Net Zero Policies,REMIND-MAgPIE 2.1-4.2,0.0026469919332822722,-0.0008546355943059858,0,Countries of Sub-Saharan Africa
299,NGFS2_Net-Zero 2050,REMIND-MAgPIE 2.1-4.2,0.0039216009066876945,-0.01024252996511199,1,Countries of Sub-Saharan Africa
300,SusDev_SDP-PkBudg1000,REMIND-MAgPIE 2.1-4.2,0.04403285587946126,0.06221081353914132,0,Countries of Sub-Saharan Africa
301,SusDev_SSP1-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.014606433100832816,0.062209767584867404,0,Countries of Sub-Saharan Africa
302,SusDev_SSP2-PkBudg900,REMIND-MAgPIE 2.1-4.2,0.003975763147565592,0.0031751533653192054,1,Countries of Sub-Saharan Africa
303,DeepElec_SSP2_ HighRE_Budg900,REMIND-MAgPIE 2.1-4.3,-0.00021287443287104635,-0.003015258790233788,0,Countries of Sub-Saharan Africa
304,DeepElec_SSP2_def_Budg1100,REMIND-MAgPIE 2.1-4.3,-0.00036117255839818174,-0.01753988007634008,1,Countries of Sub-Saharan Africa
305,DeepElec_SSP2_def_Budg900,REMIND-MAgPIE 2.1-4.3,-0.00022642636215869372,-0.003011939022321053,1,Countries of Sub-Saharan Africa
306,EN_INDCi2030_500f,WITCH 5.0,0.05190180219983881,0.10480905934955542,1,Countries of Sub-Saharan Africa
307,EN_NPi2020_400f,WITCH 5.0,0.05168526951779018,0.104943881145247,1,Countries of Sub-Saharan Africa
308,EN_NPi2020_450,WITCH 5.0,0.05211809366889403,0.10665738565386557,1,Countries of Sub-Saharan Africa
309,EN_NPi2020_450f,WITCH 5.0,0.05165442395852454,0.10512507618885708,1,Countries of Sub-Saharan Africa
310,EN_NPi2020_500,WITCH 5.0,0.052131947635538634,0.10669825435490105,1,Countries of Sub-Saharan Africa
311,EN_NPi2020_500f,WITCH 5.0,0.05161556042462451,0.10527967110128994,1,Countries of Sub-Saharan Africa
312,SSP1_SPA1_19I_D,IMAGE 3.2,0.038870536897850055,0.11913816314488801,1,Countries of centrally-planned Asia; primarily China
313,SSP1_SPA1_19I_D_LB,IMAGE 3.2,0.03839917643088053,0.12354936472593211,1,Countries of centrally-planned Asia; primarily China
314,SSP1_SPA1_19I_LI,IMAGE 3.2,0.02179883706709662,0.11297814487963628,1,Countries of centrally-planned Asia; primarily China
315,SSP1_SPA1_19I_LIRE,IMAGE 3.2,0.021781300770008366,0.11623798829432641,1,Countries of centrally-planned Asia; primarily China
316,SSP1_SPA1_19I_LIRE_LB,IMAGE 3.2,0.022424605414895188,0.12101248954391416,1,Countries of centrally-planned Asia; primarily China
317,SSP1_SPA1_19I_RE,IMAGE 3.2,0.04648575469156574,0.13087666497438816,1,Countries of centrally-planned Asia; primarily China
318,SSP1_SPA1_19I_RE_LB,IMAGE 3.2,0.038572454318967136,0.12347763770284856,1,Countries of centrally-planned Asia; primarily China
319,SSP2_SPA1_19I_D_LB,IMAGE 3.2,0.031517662656756956,0.09093819480664575,1,Countries of centrally-planned Asia; primarily China
320,SSP2_SPA1_19I_LIRE_LB,IMAGE 3.2,0.017031428824766492,0.06318043883333338,1,Countries of centrally-planned Asia; primarily China
321,SSP2_SPA1_19I_RE_LB,IMAGE 3.2,0.03184796527774786,0.09035273379584224,1,Countries of centrally-planned Asia; primarily China
322,SSP2_SPA2_19I_D,IMAGE 3.2,0.031772211350232116,0.08613478748963421,1,Countries of centrally-planned Asia; primarily China
323,SSP2_SPA2_19I_LI,IMAGE 3.2,0.016694850914702908,0.0586887121198057,1,Countries of centrally-planned Asia; primarily China
324,SSP2_SPA2_19I_LIRE,IMAGE 3.2,0.016335985033483963,0.047652939605823647,1,Countries of centrally-planned Asia; primarily China
325,SSP2_SPA2_19I_RE,IMAGE 3.2,0.03401416300908411,0.08423368339085291,1,Countries of centrally-planned Asia; primarily China
326,EN_INDCi2030_600f_COV,MESSAGEix-GLOBIOM_1.1,0.038704171394289166,0.05684550200539701,1,Countries of centrally-planned Asia; primarily China
327,EN_INDCi2030_600f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.039185770410039455,0.05759575076293233,1,Countries of centrally-planned Asia; primarily China
328,EN_INDCi2030_700f,MESSAGEix-GLOBIOM_1.1,0.038522837631143336,0.05781033569903571,1,Countries of centrally-planned Asia; primarily China
329,EN_INDCi2030_700f_COV,MESSAGEix-GLOBIOM_1.1,0.037316120213344794,0.059447416563068955,1,Countries of centrally-planned Asia; primarily China
330,EN_INDCi2030_700f_COV_NDCp,MESSAGEix-GLOBIOM_1.1,0.036708166529516195,0.05942132309059156,1,Countries of centrally-planned Asia; primarily China
331,EN_INDCi2030_700f_NDCp,MESSAGEix-GLOBIOM_1.1,0.03835903392417356,0.057746889257861034,1,Countries of centrally-planned Asia; primarily China
332,EN_NPi2020_200f,MESSAGEix-GLOBIOM_1.1,0.04274140074756838,0.05722110686239923,1,Countries of centrally-planned Asia; primarily China
333,EN_NPi2020_300f,MESSAGEix-GLOBIOM_1.1,0.04166765133148287,0.05924029502867312,1,Countries of centrally-planned Asia; primarily China
334,EN_NPi2020_400f,MESSAGEix-GLOBIOM_1.1,0.04176966861551057,0.060020978601665775,1,Countries of centrally-planned Asia; primarily China
335,EN_NPi2020_450,MESSAGEix-GLOBIOM_1.1,0.042998942589679734,0.07067635908201658,1,Countries of centrally-planned Asia; primarily China
336,EN_NPi2020_450f,MESSAGEix-GLOBIOM_1.1,0.04176966861551057,0.060020978601665775,1,Countries of centrally-planned Asia; primarily China
337,EN_NPi2020_500,MESSAGEix-GLOBIOM_1.1,0.04094885402463472,0.06717818841755047,1,Countries of centrally-planned Asia; primarily China
338,EN_NPi2020_500f,MESSAGEix-GLOBIOM_1.1,0.04117111401796858,0.061486967372190504,1,Countries of centrally-planned Asia; primarily China
339,EN_NPi2020_600,MESSAGEix-GLOBIOM_1.1,0.04322132525926775,0.06708291666037708,1,Countries of centrally-planned Asia; primarily China
340,EN_NPi2020_600_COV,MESSAGEix-GLOBIOM_1.1,0.041884863561308494,0.06955946894455223,1,Countries of centrally-planned Asia; primarily China
341,EN_NPi2020_600_DR10p,MESSAGEix-GLOBIOM_1.1,0.043660332917884015,0.06351704796092372,1,Countries of centrally-planned Asia; primarily China
342,EN_NPi2020_600_DR1p,MESSAGEix-GLOBIOM_1.1,0.04300979691771145,0.07374600260490466,1,Countries of centrally-planned Asia; primarily China
343,EN_NPi2020_600_DR2p,MESSAGEix-GLOBIOM_1.1,0.04273308361122491,0.07240392198973389,1,Countries of centrally-planned Asia; primarily China
344,EN_NPi2020_600_DR3p,MESSAGEix-GLOBIOM_1.1,0.042880521872336264,0.07206652630339039,1,Countries of centrally-planned Asia; primarily China
345,EN_NPi2020_600_DR4p,MESSAGEix-GLOBIOM_1.1,0.043158439643074586,0.06972022580107262,1,Countries of centrally-planned Asia; primarily China
346,EN_NPi2020_600f,MESSAGEix-GLOBIOM_1.1,0.04176415263340055,0.0608077391188816,1,Countries of centrally-planned Asia; primarily China
347,EN_NPi2020_600f_COV,MESSAGEix-GLOBIOM_1.1,0.04103578656034612,0.061157578456931316,1,Countries of centrally-planned Asia; primarily China
348,EN_NPi2020_600f_DR10p,MESSAGEix-GLOBIOM_1.1,0.04082779825738725,0.056194760395732235,1,Countries of centrally-planned Asia; primarily China
349,EN_NPi2020_600f_DR1p,MESSAGEix-GLOBIOM_1.1,0.04288097850288125,0.06357324031206213,1,Countries of centrally-planned Asia; primarily China
350,EN_NPi2020_600f_DR2p,MESSAGEix-GLOBIOM_1.1,0.04379413238633384,0.06763813491949516,1,Countries of centrally-planned Asia; primarily China
351,EN_NPi2020_600f_DR3p,MESSAGEix-GLOBIOM_1.1,0.04317765877516189,0.06742143638854714,1,Countries of centrally-planned Asia; primarily China
352,EN_NPi2020_600f_DR4p,MESSAGEix-GLOBIOM_1.1,0.04107281897232512,0.06277987966336551,1,Countries of centrally-planned Asia; primarily China
353,EN_NPi2020_700,MESSAGEix-GLOBIOM_1.1,0.04176966861551057,0.0695060942697624,1,Countries of centrally-planned Asia; primarily China
354,EN_NPi2020_700_COV,MESSAGEix-GLOBIOM_1.1,0.04176966861551057,0.06945916297420113,1,Countries of centrally-planned Asia; primarily China
355,EN_NPi2020_700f,MESSAGEix-GLOBIOM_1.1,0.040520583332286364,0.061246098181692354,1,Countries of centrally-planned Asia; primarily China
356,EN_NPi2020_700f_COV,MESSAGEix-GLOBIOM_1.1,0.03697937440248328,0.06208063469469838,1,Countries of centrally-planned Asia; primarily China
357,NGFS2_Divergent Net Zero Policies,MESSAGEix-GLOBIOM_1.1,0.03688524060025372,0.0586565637942163,1,Countries of centrally-planned Asia; primarily China
358,NGFS2_Net-Zero 2050,MESSAGEix-GLOBIOM_1.1,0.04166692067182376,0.0673849793967164,1,Countries of centrally-planned Asia; primarily China
359,CD-LINKS_INDC2030i_1000,REMIND-MAgPIE 1.7-3.0,0.0006515365685394459,0.05860072416034712,1,Countries of centrally-planned Asia; primarily China
360,CD-LINKS_INDC2030i_400,REMIND-MAgPIE 1.7-3.0,0.0006515365685394459,0.07183253424094305,1,Countries of centrally-planned Asia; primarily China
361,CD-LINKS_NPi2020_1000,REMIND-MAgPIE 1.7-3.0,0.0,0.04101797936238227,1,Countries of centrally-planned Asia; primarily China
362,CD-LINKS_NPi2020_400,REMIND-MAgPIE 1.7-3.0,0.0,0.047191000537537164,1,Countries of centrally-planned Asia; primarily China
363,CO_2Deg2020,REMIND-MAgPIE 1.7-3.0,0.0009015216369520906,0.04984639941000757,1,Countries of centrally-planned Asia; primarily China
364,CO_2Deg2030,REMIND-MAgPIE 1.7-3.0,0.0020842764758683685,0.0664775043734403,1,Countries of centrally-planned Asia; primarily China
365,CO_Bridge,REMIND-MAgPIE 1.7-3.0,0.0006515365685394459,0.05369987422842648,1,Countries of centrally-planned Asia; primarily China
366,PEP_1p5C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.008561642353425936,0.07129421805657382,1,Countries of centrally-planned Asia; primarily China
367,PEP_1p5C_full_eff,REMIND-MAgPIE 1.7-3.0,0.005514559812476616,0.051656107798270345,1,Countries of centrally-planned Asia; primarily China
368,PEP_1p5C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.002279728790437585,0.06633017937813618,1,Countries of centrally-planned Asia; primarily China
369,PEP_1p5C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.0006835637414316365,0.047711225697218584,1,Countries of centrally-planned Asia; primarily China
370,PEP_1p5C_red_eff,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,Countries of centrally-planned Asia; primarily China
371,PEP_2C_full_NDC,REMIND-MAgPIE 1.7-3.0,0.0020842764758683685,0.0664775043734403,1,Countries of centrally-planned Asia; primarily China
372,PEP_2C_full_eff,REMIND-MAgPIE 1.7-3.0,0.0009015216369520906,0.04984639941000757,1,Countries of centrally-planned Asia; primarily China
373,PEP_2C_full_goodpractice,REMIND-MAgPIE 1.7-3.0,0.0006515365685394459,0.048985474378694494,1,Countries of centrally-planned Asia; primarily China
374,PEP_2C_full_netzero,REMIND-MAgPIE 1.7-3.0,0.0006515365685394459,0.0428075192877157,1,Countries of centrally-planned Asia; primarily China
375,PEP_2C_red_NDC,REMIND-MAgPIE 1.7-3.0,0.0006515365685394459,0.0006515365685394459,1,Countries of centrally-planned Asia; primarily China
376,PEP_2C_red_eff,REMIND-MAgPIE 1.7-3.0,0.0,0.0,1,Countries of centrally-planned Asia; primarily China
377,PEP_2C_red_goodpractice,REMIND-MAgPIE 1.7-3.0,0.0006515365685394181,0.0006515365685394181,1,Countries of centrally-planned Asia; primarily China
378,PEP_2C_red_netzero,REMIND-MAgPIE 1.7-3.0,0.0006515365685394181,0.0006515365685394181,1,Countries of centrally-planned Asia; primarily China
379,CEMICS_SSP1-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.10624120461047798,1,Countries of centrally-planned Asia; primarily China
380,CEMICS_SSP1-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.10624120461047798,0,Countries of centrally-planned Asia; primarily China
381,CEMICS_SSP2-1p5C-fullCDR,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.10624120461047798,1,Countries of centrally-planned Asia; primarily China
382,CEMICS_SSP2-1p5C-minCDR,REMIND-MAgPIE 2.1-4.2,0.0,0.0,0,Countries of centrally-planned Asia; primarily China
383,EN_INDCi2030_300f,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.13233090059043007,1,Countries of centrally-planned Asia; primarily China
384,EN_INDCi2030_400f,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.12012996551605631,1,Countries of centrally-planned Asia; primarily China
385,EN_INDCi2030_500f,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.11874763735280308,1,Countries of centrally-planned Asia; primarily China
386,EN_INDCi2030_600_COV,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.10624120461047798,1,Countries of centrally-planned Asia; primarily China
387,EN_INDCi2030_600_COV_NDCp,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.10624120461047798,1,Countries of centrally-planned Asia; primarily China
388,EN_INDCi2030_600f,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.11978023681598143,1,Countries of centrally-planned Asia; primarily China
389,EN_INDCi2030_600f_COV,REMIND-MAgPIE 2.1-4.2,0.10624120461047798,0.10624120461047798,1,Countries of centrally-planned Asia; primarily China
