,model,scenario,final_energy_demand,energy_per_gdp,region
201,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,5394.981049999999,0.00017641511344829972,Countries of Sub-Saharan Africa
202,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,5328.385200000001,0.0001744897762697476,Countries of Sub-Saharan Africa
203,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,5358.0198,0.00017604752795224378,Countries of Sub-Saharan Africa
204,REMIND-MAgPIE 1.7-3.0,CO_Bridge,5329.110549999999,0.00017571799026292817,Countries of Sub-Saharan Africa
205,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,5232.23875,0.00017510624177619977,Countries of Sub-Saharan Africa
206,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,5188.5732499999995,0.00017341060146041734,Countries of Sub-Saharan Africa
207,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,5171.528650000001,0.00017266956732458848,Countries of Sub-Saharan Africa
208,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,5358.0198,0.00017604752795224378,Countries of Sub-Saharan Africa
209,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,5328.385200000001,0.0001744897762697476,Countries of Sub-Saharan Africa
210,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,5360.0832,0.00017630507179866784,Countries of Sub-Saharan Africa
211,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,5319.58615,0.00017504515578249983,Countries of Sub-Saharan Africa
212,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,5237.203,0.00017898304732867482,Countries of Sub-Saharan Africa
213,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,5134.41875,0.0001743840438301376,Countries of Sub-Saharan Africa
214,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,5110.606,0.00017287083667176135,Countries of Sub-Saharan Africa
215,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,5195.592,0.00016442181306061367,Countries of Sub-Saharan Africa
216,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,5174.1341999999995,0.00016354107006189762,Countries of Sub-Saharan Africa
217,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,5096.2474,0.00016093532749418923,Countries of Sub-Saharan Africa
218,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,4130.78755,0.00014722775705609527,Countries of Sub-Saharan Africa
219,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,4129.3966,0.0001470259205568817,Countries of Sub-Saharan Africa
220,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,4982.572650000001,0.0001571969235655116,Countries of Sub-Saharan Africa
221,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,4227.358450000001,0.00014884802800407967,Countries of Sub-Saharan Africa
222,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,4230.41675,0.00014894891510344773,Countries of Sub-Saharan Africa
223,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,4981.89405,0.00015719700646864952,Countries of Sub-Saharan Africa
224,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,4954.23625,0.00015637320750142968,Countries of Sub-Saharan Africa
225,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,4911.244299999999,0.00015485812730207016,Countries of Sub-Saharan Africa
226,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,3709.7788,0.00011543888583156412,Countries of Sub-Saharan Africa
227,WITCH 5.0,EN_INDCi2030_500f,2101.0579531545454,6.120531304952969e-05,Countries of Sub-Saharan Africa
228,AIM/CGE 2.2,EN_NPi2020_400f,7799.6234,0.00021984279456976986,Countries of centrally-planned Asia; primarily China
229,AIM/CGE 2.2,EN_NPi2020_500f,7831.0494,0.00022041255780118354,Countries of centrally-planned Asia; primarily China
230,AIM/CGE 2.2,EN_NPi2020_600f,7867.9753,0.00022115017410225812,Countries of centrally-planned Asia; primarily China
231,GCAM 5.3,NGFS2_Divergent Net Zero Policies,5813.600945595,0.00017097884348733942,Countries of centrally-planned Asia; primarily China
232,GCAM 5.3,NGFS2_Net-Zero 2050,6023.903342093001,0.0001718413862804156,Countries of centrally-planned Asia; primarily China
233,IMAGE 3.2,SSP1_SPA1_19I_D,5427.86733203125,0.00012855598708401097,Countries of centrally-planned Asia; primarily China
234,IMAGE 3.2,SSP1_SPA1_19I_LI,4983.655865234376,0.00011803508815726104,Countries of centrally-planned Asia; primarily China
235,IMAGE 3.2,SSP1_SPA1_19I_LIRE,5571.08972265625,0.00015454420446664306,Countries of centrally-planned Asia; primarily China
236,IMAGE 3.2,SSP1_SPA1_19I_RE,5385.551378906251,0.00012755375751747708,Countries of centrally-planned Asia; primarily China
237,IMAGE 3.2,SSP2_SPA2_19I_D,6006.5843515625,0.000166624995537034,Countries of centrally-planned Asia; primarily China
238,IMAGE 3.2,SSP2_SPA2_19I_LIRE,6065.7303671875,0.0001682657291075174,Countries of centrally-planned Asia; primarily China
239,IMAGE 3.2,SSP2_SPA2_19I_RE,6003.408148437502,0.00016653688642201094,Countries of centrally-planned Asia; primarily China
240,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,6352.121475839148,0.00015102836527270847,Countries of centrally-planned Asia; primarily China
241,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,6355.529778468533,0.00015097015651345088,Countries of centrally-planned Asia; primarily China
242,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,6609.791319324136,0.00013822822745168455,Countries of centrally-planned Asia; primarily China
243,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,6583.059550484418,0.00015432864510447124,Countries of centrally-planned Asia; primarily China
244,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,6597.537942292674,0.00015456123196620576,Countries of centrally-planned Asia; primarily China
245,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,6625.39310418371,0.00013836393179575637,Countries of centrally-planned Asia; primarily China
246,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,6191.422298519604,0.00012917543752878345,Countries of centrally-planned Asia; primarily China
247,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,6344.049509353761,0.00013163553004190109,Countries of centrally-planned Asia; primarily China
248,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,6511.237486777053,0.0001344441106501278,Countries of centrally-planned Asia; primarily China
249,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,6595.25942293951,0.00013596723268893913,Countries of centrally-planned Asia; primarily China
250,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,6670.542983648309,0.00013730246091902854,Countries of centrally-planned Asia; primarily China
251,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,6588.923700174803,0.00013501330223021282,Countries of centrally-planned Asia; primarily China
252,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,6460.668982900998,0.00013322926440946536,Countries of centrally-planned Asia; primarily China
253,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,6762.246550652822,0.0001388962782322756,Countries of centrally-planned Asia; primarily China
254,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,6708.714510174834,0.00015503238597147165,Countries of centrally-planned Asia; primarily China
255,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,6373.614078728763,0.00013842873497457803,Countries of centrally-planned Asia; primarily China
256,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,6816.624578577219,0.00013896190012372225,Countries of centrally-planned Asia; primarily China
257,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,6834.525562675625,0.00013942842170094034,Countries of centrally-planned Asia; primarily China
258,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,6822.146552310285,0.00013938241901720766,Countries of centrally-planned Asia; primarily China
259,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,6810.081681848068,0.00013945257563065044,Countries of centrally-planned Asia; primarily China
260,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,6761.8951851798,0.00013821912032300948,Countries of centrally-planned Asia; primarily China
261,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,6734.640076160868,0.00015482268531094608,Countries of centrally-planned Asia; primarily China
262,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,6892.41909713528,0.0001412970349349397,Countries of centrally-planned Asia; primarily China
263,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,6816.396782898327,0.0001572440763244979,Countries of centrally-planned Asia; primarily China
264,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,7568.351525729445,0.0001520278281949063,Countries of centrally-planned Asia; primarily China
265,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,7569.716249169359,0.00015205524181859323,Countries of centrally-planned Asia; primarily China
266,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,7400.152546809273,0.00014864916923575805,Countries of centrally-planned Asia; primarily China
267,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,7377.460728447886,0.00014819335161219793,Countries of centrally-planned Asia; primarily China
268,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,7427.253660613674,0.00014919355775030627,Countries of centrally-planned Asia; primarily China
269,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,7299.344703512029,0.00014662421068743124,Countries of centrally-planned Asia; primarily China
270,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,7313.108525449107,0.00014690068886588956,Countries of centrally-planned Asia; primarily China
271,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,7321.256853555274,0.00014706436687063072,Countries of centrally-planned Asia; primarily China
272,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,7328.714062864193,0.00014721416215681925,Countries of centrally-planned Asia; primarily China
273,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,7338.22090326628,0.00014740512902120323,Countries of centrally-planned Asia; primarily China
274,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,7568.135285794895,0.00015202348451616636,Countries of centrally-planned Asia; primarily China
275,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,8375.275500000002,0.0002747641260176008,Countries of centrally-planned Asia; primarily China
276,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,8052.7166,0.00026866910851653725,Countries of centrally-planned Asia; primarily China
277,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,8395.649949999999,0.00027453655993869743,Countries of centrally-planned Asia; primarily China
278,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,8291.242699999999,0.0002715151081271635,Countries of centrally-planned Asia; primarily China
279,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,8334.8684,0.00027385732647484305,Countries of centrally-planned Asia; primarily China
280,REMIND-MAgPIE 1.7-3.0,CO_Bridge,8276.914649999999,0.00027291661417603495,Countries of centrally-planned Asia; primarily China
281,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,7919.352,0.0002650352998556939,Countries of centrally-planned Asia; primarily China
282,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,7873.206050000001,0.00026313541907735366,Countries of centrally-planned Asia; primarily China
283,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,7903.620349999999,0.00026389000206589056,Countries of centrally-planned Asia; primarily China
284,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,8334.8684,0.00027385732647484305,Countries of centrally-planned Asia; primarily China
285,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,8291.242699999999,0.0002715151081271635,Countries of centrally-planned Asia; primarily China
286,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,8296.181849999999,0.00027287989423728623,Countries of centrally-planned Asia; primarily China
287,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,8276.689600000002,0.00027235096481996,Countries of centrally-planned Asia; primarily China
288,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,7474.7787,0.00025545289534002606,Countries of centrally-planned Asia; primarily China
289,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,7523.766400000002,0.0002555352170419129,Countries of centrally-planned Asia; primarily China
290,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,7599.6674,0.0002570655734104936,Countries of centrally-planned Asia; primarily China
291,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,6819.928499999999,0.000215826225175832,Countries of centrally-planned Asia; primarily China
292,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,6873.5956,0.00021725667254566983,Countries of centrally-planned Asia; primarily China
293,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,6907.7309,0.00021814049581526015,Countries of centrally-planned Asia; primarily China
294,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,6172.2234,0.00021998773750326285,Countries of centrally-planned Asia; primarily China
295,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,6211.477250000001,0.0002211577741647238,Countries of centrally-planned Asia; primarily China
296,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,6942.31645,0.00021902556470666687,Countries of centrally-planned Asia; primarily China
297,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,6617.5004,0.00023300647354761416,Countries of centrally-planned Asia; primarily China
298,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,6629.6319,0.00023342297872667246,Countries of centrally-planned Asia; primarily China
299,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,6953.133699999999,0.00021939683828006836,Countries of centrally-planned Asia; primarily China
300,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,6882.360349999999,0.00021723161932581678,Countries of centrally-planned Asia; primarily China
301,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,6938.533999999998,0.00021878129366558735,Countries of centrally-planned Asia; primarily China
302,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,6180.951900000001,0.00019233551087048355,Countries of centrally-planned Asia; primarily China
303,WITCH 5.0,EN_INDCi2030_500f,7028.482639795027,0.00020474469996696807,Countries of centrally-planned Asia; primarily China
304,AIM/CGE 2.2,EN_NPi2020_400f,2226.2618,6.275015990591623e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
305,AIM/CGE 2.2,EN_NPi2020_500f,2249.5354,6.331537780598199e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
306,AIM/CGE 2.2,EN_NPi2020_600f,2272.3387,6.387006567296911e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
307,GCAM 5.3,NGFS2_Divergent Net Zero Policies,1759.17926371,5.173771622972329e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
308,GCAM 5.3,NGFS2_Net-Zero 2050,1874.0453037700004,5.34601112706844e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
309,IMAGE 3.2,SSP1_SPA1_19I_D,1678.6257050781253,3.9757306371037486e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
310,IMAGE 3.2,SSP1_SPA1_19I_LI,1582.5250791015624,3.748121705711811e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
311,IMAGE 3.2,SSP1_SPA1_19I_LIRE,1849.0076738281252,5.1292194925958034e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
312,IMAGE 3.2,SSP1_SPA1_19I_RE,1704.23959765625,4.036395702073426e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
313,IMAGE 3.2,SSP2_SPA2_19I_D,1903.7668515624996,5.2811235900256224e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
314,IMAGE 3.2,SSP2_SPA2_19I_LIRE,1885.9245839843747,5.231628443007463e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
315,IMAGE 3.2,SSP2_SPA2_19I_RE,1831.6612949218747,5.0810999601183175e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
316,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,3216.2608699314956,7.646998303226929e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
317,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,3227.9068050781334,7.667615644323297e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
318,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,3900.190711542365,8.156330854256851e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
319,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,3431.9299376631716,8.04557657896404e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
320,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,3446.2500321259104,8.073567068321493e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
321,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,3919.566307482949,8.185576262562512e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
322,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,3783.1966563055007,7.893115019024675e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
323,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,3905.798424389013,8.104316416087413e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
324,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,4022.659239847612,8.305991680508169e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
325,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,4066.600706055926,8.38366482643789e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
326,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,4119.135521904403,8.478581809649575e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
327,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,4209.035786634992,8.624713938388078e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
328,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,4100.040561603486,8.454935386987217e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
329,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,4190.294270214201,8.606847953134664e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
330,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,3650.2674049687266,8.435441161908169e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
331,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,3616.1683006695202,7.853967892211852e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
332,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,4366.226585236518,8.900873675249662e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
333,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,4331.654056303679,8.836834142858302e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
334,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,4289.199919602782,8.763210462551455e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
335,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,4242.465367593087,8.687454133063205e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
336,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,4283.812509785929,8.756491789891155e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
337,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,3731.5580467484497,8.578481264890449e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
338,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,4262.830090663513,8.738952808202582e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
339,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,3702.8702851301377,8.54196779148095e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
340,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_int_mc_50,4852.269343331442,9.746904165003155e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
341,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_noint_mc_50,4852.269342147659,9.746904162625255e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
342,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_100,4827.393183773902,9.6969350537477e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
343,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_120,4820.050902667407,9.682186384988885e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
344,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_80,4832.622551349326,9.707439447282809e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
345,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB400,4813.162878957214,9.668350197211407e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
346,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB450,4813.132954792447,9.66829008760955e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
347,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB500,4813.111979890915,9.668247954671508e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
348,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB550,4813.424531865173,9.668875787557689e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
349,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_lc_CB600,4812.485845053709,9.666990218120925e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
350,MESSAGEix-GLOBIOM_GEI 1.0,SSP2_openres_mc_50,4852.433578517777,9.747234069323891e-05,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
351,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,4398.2279,0.0001442908051167663,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
352,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,4250.4991,0.00014181273980849444,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
353,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,4360.562100000001,0.00014258976082406376,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
354,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,4346.8775000000005,0.00014234813249744025,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
355,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,4395.473999999999,0.00014442132742368004,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
356,REMIND-MAgPIE 1.7-3.0,CO_Bridge,4302.4012999999995,0.00014186406955671231,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
357,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,4192.30075,0.00014030285386500062,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
358,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,4141.12625,0.00013840321011870124,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
359,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,4123.821900000001,0.0001376882139474684,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
360,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,4395.473999999999,0.00014442132742368004,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
361,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,4346.8775000000005,0.00014234813249744025,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
362,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,4345.017699999999,0.00014291730724720514,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
363,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,4282.1723,0.0001409082391383032,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
364,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,4143.8158,0.00014161619846561428,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
365,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,4028.53855,0.0001368242204776537,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
366,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,3999.6645999999996,0.0001352922463223394,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
367,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,4235.67105,0.00013404376509343945,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
368,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,4172.7214,0.00013188898788635587,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
369,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,4105.45295,0.0001296468485851443,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
370,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,3007.42735,0.00010718943491772081,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
371,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,3016.9309999999996,0.00010741691837775854,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
372,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,4091.2427000000002,0.00012907604387862908,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
