,model,scenario,shannon_index,region
237,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,1.2469881017713589,Countries of Sub-Saharan Africa
238,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,1.3367144775205122,Countries of Sub-Saharan Africa
239,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,1.3363742081796661,Countries of Sub-Saharan Africa
240,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,1.3465844352816123,Countries of Sub-Saharan Africa
241,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,1.3884624131424108,Countries of Sub-Saharan Africa
242,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,1.1208292720669935,Countries of Sub-Saharan Africa
243,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,1.2506885210371432,Countries of Sub-Saharan Africa
244,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,1.1044210224748174,Countries of Sub-Saharan Africa
245,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,1.2458059612143404,Countries of Sub-Saharan Africa
246,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,1.2259591764982753,Countries of Sub-Saharan Africa
247,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,1.1889721316889659,Countries of Sub-Saharan Africa
248,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,1.1499662509383026,Countries of Sub-Saharan Africa
249,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,1.4145993941876034,Countries of Sub-Saharan Africa
250,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,1.366935858078521,Countries of Sub-Saharan Africa
251,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,1.1936063778908765,Countries of Sub-Saharan Africa
252,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,1.259095923560624,Countries of Sub-Saharan Africa
253,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,1.3383100981676725,Countries of Sub-Saharan Africa
254,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,1.3807667879552172,Countries of Sub-Saharan Africa
255,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,1.1890202209237855,Countries of Sub-Saharan Africa
256,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,1.032250830504276,Countries of Sub-Saharan Africa
257,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,1.1443976611452897,Countries of Sub-Saharan Africa
258,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,1.0515871376752108,Countries of Sub-Saharan Africa
259,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,1.1745120714751627,Countries of Sub-Saharan Africa
260,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,1.1936417109632862,Countries of Sub-Saharan Africa
261,REMIND-MAgPIE 1.7-3.0,CO_Bridge,1.1795356672145856,Countries of Sub-Saharan Africa
262,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,1.0181177775222643,Countries of Sub-Saharan Africa
263,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,1.0571186245861464,Countries of Sub-Saharan Africa
264,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,1.0188127558504603,Countries of Sub-Saharan Africa
265,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,1.0335336874739163,Countries of Sub-Saharan Africa
266,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,0.7216386304361067,Countries of Sub-Saharan Africa
267,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,1.1936417109632862,Countries of Sub-Saharan Africa
268,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,1.1745120714751627,Countries of Sub-Saharan Africa
269,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,1.1896020985007663,Countries of Sub-Saharan Africa
270,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,1.1947071844207424,Countries of Sub-Saharan Africa
271,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,0.9154006253934396,Countries of Sub-Saharan Africa
272,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,1.0121442217805037,Countries of Sub-Saharan Africa
273,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,0.9372076824463884,Countries of Sub-Saharan Africa
274,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,0.9565639562899934,Countries of Sub-Saharan Africa
275,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,1.0821904189129383,Countries of Sub-Saharan Africa
276,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,0.9692807775967274,Countries of Sub-Saharan Africa
277,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,1.0620140600878434,Countries of Sub-Saharan Africa
278,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,0.7920406180875585,Countries of Sub-Saharan Africa
279,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,0.8279360553904691,Countries of Sub-Saharan Africa
280,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,0.8450763536678223,Countries of Sub-Saharan Africa
281,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,0.8771777000692671,Countries of Sub-Saharan Africa
282,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,1.0539664303150658,Countries of Sub-Saharan Africa
283,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,1.0465987909174002,Countries of Sub-Saharan Africa
284,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,0.9298488886303546,Countries of Sub-Saharan Africa
285,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,1.0295365735229773,Countries of Sub-Saharan Africa
286,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,1.031123515680164,Countries of Sub-Saharan Africa
287,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,0.9316328846767927,Countries of Sub-Saharan Africa
288,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,0.8018421659291127,Countries of Sub-Saharan Africa
289,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,0.8244609700276168,Countries of Sub-Saharan Africa
290,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,0.9268015488905501,Countries of Sub-Saharan Africa
291,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,0.8728453552088158,Countries of Sub-Saharan Africa
292,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,0.9363210272668623,Countries of Sub-Saharan Africa
293,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,0.9165368515891423,Countries of Sub-Saharan Africa
294,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,0.9499565501214644,Countries of Sub-Saharan Africa
295,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,1.0405267302027528,Countries of Sub-Saharan Africa
296,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,0.9606179518327365,Countries of Sub-Saharan Africa
297,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,1.040862986234881,Countries of Sub-Saharan Africa
298,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,1.0498293988546488,Countries of Sub-Saharan Africa
299,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,1.2034768152786264,Countries of Sub-Saharan Africa
300,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,1.0882795120654598,Countries of Sub-Saharan Africa
301,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,1.0229959806428228,Countries of Sub-Saharan Africa
302,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,0.9850875688665124,Countries of Sub-Saharan Africa
303,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,0.8022389575368634,Countries of Sub-Saharan Africa
304,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,1.2840099806227419,Countries of Sub-Saharan Africa
305,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,1.161780953676133,Countries of Sub-Saharan Africa
306,WITCH 5.0,EN_INDCi2030_500f,1.2413310209382555,Countries of Sub-Saharan Africa
307,WITCH 5.0,EN_NPi2020_400f,1.26636226673682,Countries of Sub-Saharan Africa
308,WITCH 5.0,EN_NPi2020_450,1.2385570940720527,Countries of Sub-Saharan Africa
309,WITCH 5.0,EN_NPi2020_450f,1.2785935713389165,Countries of Sub-Saharan Africa
310,WITCH 5.0,EN_NPi2020_500,1.2495268096687007,Countries of Sub-Saharan Africa
311,WITCH 5.0,EN_NPi2020_500f,1.288538464564396,Countries of Sub-Saharan Africa
312,IMAGE 3.2,SSP1_SPA1_19I_D,1.6455988103788917,Countries of centrally-planned Asia; primarily China
313,IMAGE 3.2,SSP1_SPA1_19I_D_LB,1.544919663439765,Countries of centrally-planned Asia; primarily China
314,IMAGE 3.2,SSP1_SPA1_19I_LI,1.6392542578200617,Countries of centrally-planned Asia; primarily China
315,IMAGE 3.2,SSP1_SPA1_19I_LIRE,1.6610485188179762,Countries of centrally-planned Asia; primarily China
316,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,1.6125451011787546,Countries of centrally-planned Asia; primarily China
317,IMAGE 3.2,SSP1_SPA1_19I_RE,1.6084436950176098,Countries of centrally-planned Asia; primarily China
318,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,1.5569787216919735,Countries of centrally-planned Asia; primarily China
319,IMAGE 3.2,SSP2_SPA1_19I_D_LB,1.576700598666012,Countries of centrally-planned Asia; primarily China
320,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,1.606798045187209,Countries of centrally-planned Asia; primarily China
321,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,1.6014911226582527,Countries of centrally-planned Asia; primarily China
322,IMAGE 3.2,SSP2_SPA2_19I_D,1.6898738553220705,Countries of centrally-planned Asia; primarily China
323,IMAGE 3.2,SSP2_SPA2_19I_LI,1.7354466590391215,Countries of centrally-planned Asia; primarily China
324,IMAGE 3.2,SSP2_SPA2_19I_LIRE,1.6705416782668419,Countries of centrally-planned Asia; primarily China
325,IMAGE 3.2,SSP2_SPA2_19I_RE,1.667705993891311,Countries of centrally-planned Asia; primarily China
326,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,1.6210717295400532,Countries of centrally-planned Asia; primarily China
327,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,1.6034262164841355,Countries of centrally-planned Asia; primarily China
328,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,1.6188588659539531,Countries of centrally-planned Asia; primarily China
329,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,1.632795436891438,Countries of centrally-planned Asia; primarily China
330,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,1.6196158640614071,Countries of centrally-planned Asia; primarily China
331,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,1.6153108097959086,Countries of centrally-planned Asia; primarily China
332,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,1.5210148858340231,Countries of centrally-planned Asia; primarily China
333,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,1.5527548636523243,Countries of centrally-planned Asia; primarily China
334,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,1.5739505537463572,Countries of centrally-planned Asia; primarily China
335,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,1.5565366776790028,Countries of centrally-planned Asia; primarily China
336,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,1.584247872986383,Countries of centrally-planned Asia; primarily China
337,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,1.551244673130999,Countries of centrally-planned Asia; primarily China
338,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,1.5982562047015474,Countries of centrally-planned Asia; primarily China
339,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,1.5691859551318523,Countries of centrally-planned Asia; primarily China
340,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,1.5847658533041284,Countries of centrally-planned Asia; primarily China
341,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,1.4958218730604667,Countries of centrally-planned Asia; primarily China
342,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,1.5280173213288752,Countries of centrally-planned Asia; primarily China
343,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,1.5321159406815585,Countries of centrally-planned Asia; primarily China
344,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,1.5396209086426165,Countries of centrally-planned Asia; primarily China
345,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR4p,1.5469518521867505,Countries of centrally-planned Asia; primarily China
346,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f,1.6148365614948164,Countries of centrally-planned Asia; primarily China
347,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_COV,1.6184425421339177,Countries of centrally-planned Asia; primarily China
348,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR10p,1.4683924106024513,Countries of centrally-planned Asia; primarily China
349,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR1p,1.5457840298588585,Countries of centrally-planned Asia; primarily China
350,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR2p,1.569300212365165,Countries of centrally-planned Asia; primarily China
351,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR3p,1.5835179555970558,Countries of centrally-planned Asia; primarily China
352,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600f_DR4p,1.6043877301993363,Countries of centrally-planned Asia; primarily China
353,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700,1.5965443329570994,Countries of centrally-planned Asia; primarily China
354,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700_COV,1.6169041884165056,Countries of centrally-planned Asia; primarily China
355,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f,1.6287021534587953,Countries of centrally-planned Asia; primarily China
356,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_700f_COV,1.6313074816248812,Countries of centrally-planned Asia; primarily China
357,MESSAGEix-GLOBIOM_1.1,NGFS2_Divergent Net Zero Policies,1.5619474253561731,Countries of centrally-planned Asia; primarily China
358,MESSAGEix-GLOBIOM_1.1,NGFS2_Net-Zero 2050,1.5687515575252011,Countries of centrally-planned Asia; primarily China
359,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_1000,1.491966484066832,Countries of centrally-planned Asia; primarily China
360,REMIND-MAgPIE 1.7-3.0,CD-LINKS_INDC2030i_400,1.4200286526949755,Countries of centrally-planned Asia; primarily China
361,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_1000,1.4409837607838214,Countries of centrally-planned Asia; primarily China
362,REMIND-MAgPIE 1.7-3.0,CD-LINKS_NPi2020_400,1.355435839267481,Countries of centrally-planned Asia; primarily China
363,REMIND-MAgPIE 1.7-3.0,CO_2Deg2020,1.4877171963213556,Countries of centrally-planned Asia; primarily China
364,REMIND-MAgPIE 1.7-3.0,CO_2Deg2030,1.544950469297068,Countries of centrally-planned Asia; primarily China
365,REMIND-MAgPIE 1.7-3.0,CO_Bridge,1.5426234137871693,Countries of centrally-planned Asia; primarily China
366,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_NDC,1.5218345487308376,Countries of centrally-planned Asia; primarily China
367,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_eff,1.4582033450983702,Countries of centrally-planned Asia; primarily China
368,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_goodpractice,1.5123101389297404,Countries of centrally-planned Asia; primarily China
369,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_full_netzero,1.496204381687981,Countries of centrally-planned Asia; primarily China
370,REMIND-MAgPIE 1.7-3.0,PEP_1p5C_red_eff,1.4057416764040376,Countries of centrally-planned Asia; primarily China
371,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_NDC,1.544950469297068,Countries of centrally-planned Asia; primarily China
372,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_eff,1.4877171963213556,Countries of centrally-planned Asia; primarily China
373,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_goodpractice,1.539717320329998,Countries of centrally-planned Asia; primarily China
374,REMIND-MAgPIE 1.7-3.0,PEP_2C_full_netzero,1.5224906834966654,Countries of centrally-planned Asia; primarily China
375,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_NDC,1.4842844899843384,Countries of centrally-planned Asia; primarily China
376,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_eff,1.4113755937375594,Countries of centrally-planned Asia; primarily China
377,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_goodpractice,1.465466631302306,Countries of centrally-planned Asia; primarily China
378,REMIND-MAgPIE 1.7-3.0,PEP_2C_red_netzero,1.42818197561605,Countries of centrally-planned Asia; primarily China
379,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-fullCDR,1.456525842988741,Countries of centrally-planned Asia; primarily China
380,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP1-1p5C-minCDR,1.3369436407358979,Countries of centrally-planned Asia; primarily China
381,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-fullCDR,1.5002199800766074,Countries of centrally-planned Asia; primarily China
382,REMIND-MAgPIE 2.1-4.2,CEMICS_SSP2-1p5C-minCDR,1.2992638101326377,Countries of centrally-planned Asia; primarily China
383,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_300f,1.482456780398034,Countries of centrally-planned Asia; primarily China
384,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_400f,1.4898492822848495,Countries of centrally-planned Asia; primarily China
385,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_500f,1.4970215671274767,Countries of centrally-planned Asia; primarily China
386,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV,1.540050206166429,Countries of centrally-planned Asia; primarily China
387,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600_COV_NDCp,1.5474511238935977,Countries of centrally-planned Asia; primarily China
388,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f,1.5064876230090294,Countries of centrally-planned Asia; primarily China
389,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV,1.5371809991368954,Countries of centrally-planned Asia; primarily China
390,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_COV_NDCp,1.5378789439086498,Countries of centrally-planned Asia; primarily China
391,REMIND-MAgPIE 2.1-4.2,EN_INDCi2030_600f_NDCp,1.506278003222451,Countries of centrally-planned Asia; primarily China
392,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_200f,1.426896734079003,Countries of centrally-planned Asia; primarily China
393,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_300f,1.4394097146914298,Countries of centrally-planned Asia; primarily China
394,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400,1.4453889275714364,Countries of centrally-planned Asia; primarily China
395,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_400f,1.455366594444949,Countries of centrally-planned Asia; primarily China
396,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500,1.4519206318870692,Countries of centrally-planned Asia; primarily China
397,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_500f,1.4631189849663058,Countries of centrally-planned Asia; primarily China
398,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600,1.4640700178374886,Countries of centrally-planned Asia; primarily China
399,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600_COV,1.5048769114762288,Countries of centrally-planned Asia; primarily China
400,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f,1.472132298817541,Countries of centrally-planned Asia; primarily China
401,REMIND-MAgPIE 2.1-4.2,EN_NPi2020_600f_COV,1.514774219282886,Countries of centrally-planned Asia; primarily China
402,REMIND-MAgPIE 2.1-4.2,NGFS2_Divergent Net Zero Policies,1.5437329939831386,Countries of centrally-planned Asia; primarily China
403,REMIND-MAgPIE 2.1-4.2,NGFS2_Net-Zero 2050,1.544081791132954,Countries of centrally-planned Asia; primarily China
404,REMIND-MAgPIE 2.1-4.2,SusDev_SDP-PkBudg1000,1.5406097876037397,Countries of centrally-planned Asia; primarily China
405,REMIND-MAgPIE 2.1-4.2,SusDev_SSP1-PkBudg900,1.4856966117663284,Countries of centrally-planned Asia; primarily China
406,REMIND-MAgPIE 2.1-4.2,SusDev_SSP2-PkBudg900,1.4770758561087014,Countries of centrally-planned Asia; primarily China
407,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_ HighRE_Budg900,1.3981867389044225,Countries of centrally-planned Asia; primarily China
408,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg1100,1.5383925713443745,Countries of centrally-planned Asia; primarily China
409,REMIND-MAgPIE 2.1-4.3,DeepElec_SSP2_def_Budg900,1.4904140778916428,Countries of centrally-planned Asia; primarily China
410,WITCH 5.0,EN_INDCi2030_500f,1.518580925422449,Countries of centrally-planned Asia; primarily China
411,WITCH 5.0,EN_NPi2020_400f,1.5264422976737713,Countries of centrally-planned Asia; primarily China
412,WITCH 5.0,EN_NPi2020_450,1.528501768323897,Countries of centrally-planned Asia; primarily China
413,WITCH 5.0,EN_NPi2020_450f,1.529922542287407,Countries of centrally-planned Asia; primarily China
414,WITCH 5.0,EN_NPi2020_500,1.5290540976128275,Countries of centrally-planned Asia; primarily China
415,WITCH 5.0,EN_NPi2020_500f,1.5317239553893485,Countries of centrally-planned Asia; primarily China
416,IMAGE 3.2,SSP1_SPA1_19I_D,1.3764430100528882,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
417,IMAGE 3.2,SSP1_SPA1_19I_D_LB,1.2765725416847344,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
418,IMAGE 3.2,SSP1_SPA1_19I_LI,1.3629407422084658,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
419,IMAGE 3.2,SSP1_SPA1_19I_LIRE,1.194594825461333,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
420,IMAGE 3.2,SSP1_SPA1_19I_LIRE_LB,1.147581944403906,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
421,IMAGE 3.2,SSP1_SPA1_19I_RE,1.3243643234918976,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
422,IMAGE 3.2,SSP1_SPA1_19I_RE_LB,1.1997790369199508,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
423,IMAGE 3.2,SSP2_SPA1_19I_D_LB,1.1430950308540475,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
424,IMAGE 3.2,SSP2_SPA1_19I_LIRE_LB,1.1557847781695612,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
425,IMAGE 3.2,SSP2_SPA1_19I_RE_LB,1.151821647428737,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
426,IMAGE 3.2,SSP2_SPA2_19I_D,1.3187183779845715,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
427,IMAGE 3.2,SSP2_SPA2_19I_LI,1.246890907897908,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
428,IMAGE 3.2,SSP2_SPA2_19I_LIRE,1.2467051761292407,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
429,IMAGE 3.2,SSP2_SPA2_19I_RE,1.2916366486810589,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
430,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV,1.1079774587659381,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
431,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_600f_COV_NDCp,1.1075329601452961,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
432,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f,1.093026523109147,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
433,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV,1.0997011280120763,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
434,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_COV_NDCp,1.0982595090033755,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
435,MESSAGEix-GLOBIOM_1.1,EN_INDCi2030_700f_NDCp,1.0949813021048151,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
436,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_200f,0.9863970291698723,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
437,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_300f,0.9752669612826483,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
438,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_400f,1.003392176286432,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
439,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450,0.9948041494224105,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
440,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_450f,1.034058754490544,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
441,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500,1.0005888425430618,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
442,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_500f,1.0468703327679973,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
443,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600,1.0182844953628982,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
444,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_COV,1.0180003983853032,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
445,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR10p,0.9707492992683164,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
446,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR1p,1.0306736738131226,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
447,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR2p,1.04108488209587,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
448,MESSAGEix-GLOBIOM_1.1,EN_NPi2020_600_DR3p,1.0398639699271433,"Countries of the Middle East; Iran, Iraq, Israel, Saudi Arabia, Qatar, etc."
